Name,ProductGroup,SKU,Barcode,MeasurementUnit,Cost,Markup,Price,Tax,IsTaxInclusivePrice,IsPriceChangeAllowed,IsUsingDefaultQuantity,IsService,IsEnabled,Description,Supplier,ReorderPoint,PreferredQuantity,LowStockWarning,WarningQuantity
NEW Lifebuoy strong & thick shampoo 175ml,Shampoo and Conditioner,447,8961014246896,,0,0,280.0,,1,0,0,0,1,,,,,,
NEW CLEAR MEN COOL BLACK SHINE 185ml,Shampoo and Conditioner,448,8961014245158,,0,0,310.0,,1,0,0,0,1,,,,,,
NEW CLEAR MEN COMPLETE CLEAN 185ml,Shampoo and Conditioner,449,8961014245189,,0,0,330.0,,1,0,0,0,1,,,,,,
NEW CLEAR MEN LEMON FRESH 185ml,Shampoo and Conditioner,450,8961014245202,,0,0,310.0,,1,0,0,0,1,,,,,,
POND'S TRIPLE VITAMIN lotion 200ml,Lotion and cream,451,8961014248982,,0,0,370.0,,1,0,0,0,1,,,,,,
POND'S TRIPLE VITAMIN lotion 100ml,,452,8961014249002,,0,0,240.0,,1,0,0,0,1,,,,,,
POND'S INDIAN WHITE BEAUTY 23g,,453,8901030786051,,0,0,305.0,,1,0,0,0,1,,,,,,
POND'S INDIAN BRIGHT BEAUTY 35g,,454,8901030877063,,0,0,540.0,,1,0,0,0,1,,,,,,
Vaseline healthy bright UV extra brightening lotion 100ml,,455,8999999719395,,0,0,260.0,,1,0,0,0,1,,,,,,
Vaseline intensive care aloe sooth lotion 100ml,,456,8999999003074,,0,0,260.0,,1,0,0,0,1,,,,,,
Vaseline intensive care deep restore lotion 100ml,,457,8999999003081,,0,0,260.0,,1,0,0,0,1,,,,,,
Vaseline intensive care cocoa radiant lotion 100ml,,458,8999999020354,,0,0,260.0,,1,0,0,0,1,,,,,,
Vaseline healthy bright UV extra brightening lotion 200ml,,459,8999999719418,,0,0,475.0,,1,0,0,0,1,,,,,,
Vaseline intensive care aloe sooth lotion 200ml,,460,8999999003098,,0,0,475.0,,1,0,0,0,1,,,,,,
johnson's baby lotion 100ml,,461,9556006060537,,0,0,570.0,,1,0,0,0,1,,,,,,
johnson's baby lotion 200ml,,462,3574669908030,,0,0,460.0,,1,0,0,0,1,,,,,,
PALMOLIVE HEALTHY & SMOOTH SHAMPOO 375ml,,463,8886950035123,,0,0,490.0,,1,0,0,0,1,,,,,,
NIVEA Intensive Moisture Body Lotion 100ml,,464,8999777000004,,0,0,530.0,,1,0,0,0,1,,,,,,
NIVEA Extra White Radiant & Smooth Body Lotion 100ml,,465,8999777000042,,0,0,530.0,,1,0,0,0,1,,,,,,
Fair & Lovely MOISTURIZING GLOW LOTION,,466,8961014236842,,0,0,190.0,,1,0,0,0,1,,,,,,
Fair & Lovely Cream Jar 65ml,,467,8961014253849,,0,0,350.0,,1,0,0,0,1,,,,,,
Skin White Whitening Cream Jar 91gm,,468,8964000578087,,0,0,220.0,,1,0,0,0,1,,,,,,
Golden Pearl Light & Glow FAIRNESS CREAM Jar 70ml,h,469,8964001753155,,0,0,240.0,,1,0,0,0,1,,,,,,
MEDICAM Bleach Cream 30gm,,470,6291101520595,,0,0,300.0,,1,0,0,0,1,,,,,,
Tibet snow 60ml,,471,8961100001019,,0,0,150.0,,1,0,0,0,1,,,,,,
MEDICAM Bleach Cream 15gm,,472,6291101522605,,0,0,150.0,,1,0,0,0,1,,,,,,
Jolen creme bleach 28gm,,473,46688100250,,0,0,830.0,,1,0,0,0,1,,,,,,
sudocrem ANTISEPTIC HEALING CREAM 60g,,474,5017007601333,,0,0,710.0,,1,0,0,0,1,,,,,,
Olivia FAIRNESS CREAM Jar 50ml,,475,8964001220602,,0,0,180.0,,1,0,0,0,1,,,,,,
BIOCOS WHITENING SERUM ,,476,couldnotscan,,0,0,100.0,,1,0,0,0,1,,,,,,
Care Heel Cream 25ml,,477,6009679060630,,0,0,180.0,,1,0,0,0,1,,,,,,
REVLON NATURAL HONEY LOTION 100ml,,478,nocode,,0,0,220.0,,1,0,0,0,1,,,,,,
Protect Baby Nappy Rash Cream 4 in 1 30gm,,479,9645179343070,,0,0,85.0,,1,0,0,0,1,,,,,,
Parley NOMARKS ANTI-MARKS CREAM 25gm,,480,1531236361041,,0,0,250.0,,1,0,0,0,1,,,,,,
Krack Heel CARE CREAM 25gm,,481,8901177200250,,0,0,130.0,,1,0,0,0,1,,,,,,
Itch Guard Relief Cream 25gm,,482,8901177703171,,0,0,170.0,,1,0,0,0,1,,,,,,
Care Vanishing Cream 70ml,,483,6009679061002,,0,0,250.0,,1,0,0,0,1,,,,,,
Faiza Acne + Whitening Cream ,,484,nocode,,0,0,130.0,,1,0,0,0,1,,,,,,
SKINCARE FAIR MENZ MEN'S FAIRNESS CREAM60GM,,485,8964000578049,,0,0,170.0,,1,0,0,0,1,,,,,,
Olivia MOISTURIZING CLEANSING MILK 110ml,,486,858167000292,,0,0,170.0,,1,0,0,0,1,,,,,,
MEN'S Fair & Lovely imp INSTANT BRIGHTNESS FACE CREAM 50g Imp,,487,4792081014811,,0,0,430.0,,1,0,0,0,1,,,,,,
MEN'S Fair & Lovely imp INSTANT BRIGHTNESS FACE CREAM 25g Imp,,488,4792081014804,,0,0,260.0,,1,0,0,0,1,,,,,,
MEN'S Fair & Lovely INSTANT BRIGHTNESS FACE CREAM 25g Pak,,489,8961014236866,,0,0,140.0,,1,0,0,0,1,,,,,,
Fair & Lovely Tube 50gm,,490,8901030821523,,0,0,370.0,,1,0,0,0,1,,,,,,
Fair & Lovely Tube 25gm,,491,8961014236781,,0,0,180.0,,1,0,0,0,1,,,,,,
English UBTAN TURMERIC CREAM,,492,8964000571118,,0,0,140.0,,1,0,0,0,1,,,,,,
Dove Beauty Cream 75ml,,493,8886467020094,,0,0,270.0,,1,0,0,0,1,,,,,,
BLESSO NAIL POLISH REMOVER pads ,,494,8964001591085,,0,0,100.0,,1,0,0,0,1,,,,,,
NIVEA Creme 60ml,,495,42164104,,0,0,320.0,,1,0,0,0,1,,,,,,
Multani Matti ,,496,nocode,,0,0,100.0,,1,0,0,0,1,,,,,,
GATSBY WG LEVEL 2 SOFT GEL 75gm,,497,4902806001976,,0,0,260.0,,1,0,0,0,1,,,,,,
GATSBY WG LEVEL 5 SUPER HARD GEL 75gm,,498,4902806001952,,0,0,260.0,,1,0,0,0,1,,,,,,
GARNIER BRIGHT COMPLETE CREAM Jar 45gm,,499,8901526005178,,0,0,560.0,,1,0,0,0,1,,,,,,
Golden Pearl Flawless Skin Serum 3ml,,500,8964001753773,,0,0,100.0,,1,0,0,0,1,,,,,,
SABALON HAIR GEL HYPER SOLID ,,501,couldnotscan,,0,0,200.0,,1,0,0,0,1,,,,,,
Betnovate -N Cream 20gm,,502,nocode,,0,0,110.0,,1,0,0,0,1,,,,,,
Dermovate -NN Ointment 20gm,,503,nocode,,0,0,120.0,,1,0,0,0,1,,,,,,
Clobevate Cream 20gm,,504,nocode,,0,0,110.0,,1,0,0,0,1,,,,,,
Clobevate Ointment 20gm,,505,nocode,,0,0,110.0,,1,0,0,0,1,,,,,,
Dermovate Cream 20gm,,506,nocode,,0,0,120.0,,1,0,0,0,1,,,,,,
Hyderquin Plus Cream 15gm,,507,nocode,,0,0,140.0,,1,0,0,0,1,,,,,,
Fair & Loverly BB 40gm,,508,8901030566073,,0,0,440.0,,1,0,0,0,1,,,,,,
Fair & Loverly BB 18gm,,509,8901030827402,,0,0,330.0,,1,0,0,0,1,,,,,,
Vaseline protecting jelly 250ml,,510,8901030819711,,0,0,600.0,,1,0,0,0,1,,,,,,
Vaseline pure petroleum jelly 100ml,,511,6001085120946,,0,0,325.0,,1,0,0,0,1,,,,,,
Vaseline pure petroleum jelly 50ml,,512,60014399,,0,0,190.0,,1,0,0,0,1,,,,,,
NIVEA SOFT CREAM 50ml,,513,42207269,,0,0,330.0,,1,0,0,0,1,,,,,,
NIVEA SOFT CREAM 100ml,,514,4005808890590,,0,0,580.0,,1,0,0,0,1,,,,,,
NIVEA SOFT CREAM 200ml,,515,4005900008442,,0,0,1040.0,,1,0,0,0,1,,,,,,
NITRO CANADA HAIR WAX WITH GARLIC,,516,6958239351155,,0,0,270.0,,1,0,0,0,1,,,,,,
NITRO CANADA HAIR WAX WITH COCONUT,,517,6958239351148,,0,0,270.0,,1,0,0,0,1,,,,,,
NITRO CANADA HAIR WAX WITH SNAKE OIL,,518,6958239351131,,0,0,270.0,,1,0,0,0,1,,,,,,
NITRO CANADA HAIR WAX WITH OLIVE OIL EXTRACTS,,519,6958239351162,,0,0,270.0,,1,0,0,0,1,,,,,,
Vaseline HAIR TONIC 200ml,Hair Oil,520,8901030025297,,0,0,270.0,,1,0,0,0,1,,,,,,
Vaseline HAIR TONIC 100ml,Hair Oil,521,8901030425806,,0,0,170.0,,1,0,0,0,1,,,,,,
Forhan's HAIR TONIC 100ml,Hair Oil,522,8964000024133,,0,0,220.0,,1,0,0,0,1,,,,,,
johnson's baby oil 100ml,Hair Oil,523,6111079002087,,0,0,470.0,,1,0,0,0,1,,,,,,
johnson's baby oil 50ml,Hair Oil,524,6223000657430,,0,0,290.0,,1,0,0,0,1,,,,,,
Parachute cconut oil 100ml,Hair Oil,525,couldnotscan,,0,0,150.0,,1,0,0,0,1,,,,,,
TIBET COLD CREAM 60ml,Lotion & Cream,526,8961100002931,,0,0,150.0,,1,0,0,0,1,,,,,,
Dabur Amla Hair Oil 108ml,Hair Oil,527,89006825,,0,0,245.0,,1,0,0,0,1,,,,,,
Vatika Cactus Hair Oil 200ml,Hair Oil,528,6291069651034,,0,0,470.0,,1,0,0,0,1,,,,,,
Vatika Garlic Hair Oil 200ml,Hair Oil,529,6291069704051,,0,0,470.0,,1,0,0,0,1,,,,,,
Vatika Coconut Hair Oil 200ml,Hair Oil,530,6291069651058,,0,0,470.0,,1,0,0,0,1,,,,,,
Vatika Almond Hair Oil 200ml,Hair Oil,531,6291069651072,,0,0,470.0,,1,0,0,0,1,,,,,,
KOHINOOR RAUGHAN CHAMBELI Hair Oil 150ml,Hair Oil,532,8961100002009,,0,0,230.0,,1,0,0,0,1,,,,,,
Care Natural Honey Lotion 120ml,Lotion & Cream,533,6009679062443,,0,0,300.0,,1,0,0,0,1,,,,,,
Caresse Honey Lotion 60ml,Lotion & Cream,534,6009689190051,,0,0,150.0,,1,0,0,0,1,,,,,,
NIVEA Natural Fairness Cool Fresh Lotion 250ml,Lotion & Cream,535,4005900788931,,0,0,770.0,,1,0,0,0,1,,,,,,
Dove NOURISHING BODY CARE 250ml,Lotion & Cream,536,4000388563209,,0,0,650.0,,1,0,0,0,1,,,,,,
ALOE VERA SOOTHING GEL 260ml,Lotion & Cream,537,6955702403564,,0,0,240.0,,1,0,0,0,1,,,,,,
HAIRCARE KESHIA ROGHAN-E-MORINGA Hair Oil 120ml,Hair Oil,538,8964000578889,,0,0,350.0,,1,0,0,0,1,,,,,,
REVLON NATURAL HONEY 200ml,,539,nocode,,0,0,360.0,,1,0,0,0,1,,,,,,
Norangi Ubtan ,Beauty,540,nocode,,0,0,230.0,,1,0,0,0,1,,,,,,
Oki LEATHER CLOTHINH POLISH LIQUID WAX,,541,6927800422846,,0,0,150.0,,1,0,0,0,1,,,,,,
NOVA GOLD STYLING GEL 250ml,Beauty,542,5021156120348,,0,0,260.0,,1,0,0,0,1,,,,,,
Dabur Amla Hair Oil 100ml,Hair Oil,543,5022496105002,,0,0,250.0,,1,0,0,0,1,,,,,,
BIO AMLA HAIR OIL 200ml,Hair Oil,544,6009689191072,,0,0,320.0,,1,0,0,0,1,,,,,,
Kala Kola HAIR Oil 100ml,Hair Oil,545,8964000047132,,0,0,200.0,,1,0,0,0,1,,,,,,
SEVEN HERBAL HIR OIL 100ml,Hair Oil,546,8964000932247,,0,0,170.0,,1,0,0,0,1,,,,,,
KIWI LEATHER LIQUID SHOE POLISH DARK TAN 75ml,,547,8964000749425,,0,0,210.0,,1,0,0,0,1,,,,,,
POWER PLUS SHOE SHINE LIQUID BROWN 75ml,,548,6068357302165,,0,0,210.0,,1,0,0,0,1,,,,,,
POWER PLUS SHOE SHINE LIQUID BLACK 75ml,,549,6068357302158,,0,0,210.0,,1,0,0,0,1,,,,,,
BLACK ROSE HAIR COLOR 190ml,Hair Oil,550,couldnotscan,,0,0,160.0,,1,0,0,0,1,,,,,,
BIO AMLA HAIR OIL 100ml,Hair Oil,551,6009689191089,,0,0,210.0,,1,0,0,0,1,,,,,,
BIO AMLA HAIR OIL 50ml,Hair Oil,552,6009689191089,,0,0,125.0,,1,0,0,0,1,,,,,,
Kala Kola HAIR Oil 200ml,Hair Oil,553,8964000047125,,0,0,400.0,,1,0,0,0,1,,,,,,
Dabur Amla Hair Oil 200ml,Hair Oil,554,5022496102001,,0,0,450.0,,1,0,0,0,1,,,,,,
Dabur Amla Hair Oil 50ml,Hair Oil,555,5022496103428,,0,0,135.0,,1,0,0,0,1,,,,,,
LIVON SERUM Hair Oil 50ml,Hair Oil,556,8901088062381,,0,0,390.0,,1,0,0,0,1,,,,,,
LUDE BROWN SHOE POLISH 45gm,,557,nocode,,0,0,100.0,,1,0,0,0,1,,,,,,
LUDE BLACK SHOE POLISH 45gm,,558,nocode,,0,0,100.0,,1,0,0,0,1,,,,,,
GARNAR FRUCTIS SCRUB ,Beauty,559,couldnotscan,,0,0,225.0,,1,0,0,0,1,,,,,,
TIBET Pomade 50gm,Lotion & Cream,560,8961100002368,,0,0,80.0,,1,0,0,0,1,,,,,,
TIBET COLD CREAM 40ml,Lotion & Cream,561,8961100002900,,0,0,100.0,,1,0,0,0,1,,,,,,
SHINE PLUS HAND SANITIZER 100ml,,562,nocode,,0,0,150.0,,1,0,0,0,1,,,,,,
LISTERINE ADVANCED WHITE MOUTHWASH 250ml,Oral Hygiene,563,3574661203126,,0,0,270.0,,1,0,0,0,1,,,,,,
BIO 7 DAY BEAUTY PLAN 525 ml,,564,6009689191690,,0,0,500.0,,1,0,0,0,1,,,,,,
Vatika Honey & Egg 360ml,,565,6291069208238,,0,0,550.0,,1,0,0,0,1,,,,,,
Vatika Olive & Henna 360ml,,566,5022496103091,,0,0,550.0,,1,0,0,0,1,,,,,,
Vatika Lemon & Yogurt 360ml,,567,5022496103466,,0,0,550.0,,1,0,0,0,1,,,,,,
Vatika Coconut & Castor 360ml,,568,6291069701272,,0,0,550.0,,1,0,0,0,1,,,,,,
NEW Lifebuoy herbal strong shampoo 370ml,,569,8961014251852,,0,0,510.0,,1,0,0,0,1,,,,,,
NEW Lifebuoy strong & thick shampoo 370ml,,570,8961014251869,,0,0,510.0,,1,0,0,0,1,,,,,,
NEW CLEAR COMPLETE CLEAN SHAMPOO 380ml,,571,8961014249224,,0,0,560.0,,1,0,0,0,1,,,,,,
NEW CLEAR MEN COOL BLACK SHINE SHAMPOO 380ml,,572,8961014249217,,0,0,560.0,,1,0,0,0,1,,,,,,
NEW CLEAR SCALP CARE SHAMPOO 325ml,,573,8851932412285,,0,0,560.0,,1,0,0,0,1,,,,,,
TRESemme WITH COCONUT OIL & ALOE VERA 700ml,,574,8710447223468,,0,0,1100.0,,1,0,0,0,1,,,,,,
TRESemme WITH MARULA OIL 700ml,,575,8710447223413,,0,0,1100.0,,1,0,0,0,1,,,,,,
TRESemme WITH MARULA OIL 400ml,,576,8710447224342,,0,0,710.0,,1,0,0,0,1,,,,,,
Bigen HAIR COLOR 57 DARK BROWN,,577,nocode,,0,0,180.0,,1,0,0,0,1,,,,,,
Bigen HAIR COLOR 58 BLACK BROWN,,578,nocode,,0,0,180.0,,1,0,0,0,1,,,,,,
Bigen HAIR COLOR 59 ORIENTAL BLACK,,579,nocode,,0,0,180.0,,1,0,0,0,1,,,,,,
KEUNE HAIR STRAIGHTENER EXTRA FORTE + FIXING BALM 85ml + 85ml,,580,8717185383270,,0,0,2280.0,,1,0,0,0,1,,,,,,
KEUNE HAIR REBONDING CREAM EXTRA FORTE + FIXING BALM 85ml + 85ml,,581,8717185383607,,0,0,2280.0,,1,0,0,0,1,,,,,,
GOLDEN PEARL WHITENING URGENT FACIAL 25ml,,582,8964001078784,,0,0,40.0,,1,0,0,0,1,,,,,,
Moertein Heater + 25ml Refill,,583,8966000041349,,0,0,500.0,,1,0,0,0,1,,,,,,
Metro Heater + 45ml Refill ,,584,8964001300045,,0,0,400.0,,1,0,0,0,1,,,,,,
CHERRY BLOSSOM BLACK 42 ml,,585,6001106309756,,0,0,380.0,,1,0,0,0,1,,,,,,
CHERRY BLOSSOM BROWN 42 ml,,586,6001106309763,,0,0,360.0,,1,0,0,0,1,,,,,,
KIWI SHOE POLISH  BLACK 45ml,,587,8964000749067,,0,0,150.0,,1,0,0,0,1,,,,,,
Lifebuoy handwash 190ml,,588,8934868149736,,0,0,240.0,,1,0,0,0,1,,,,,,
KEUNE CREAM DEVELOPER 3 % - 10 VOL 60ml,,589,8717185380880,,0,0,400.0,,1,0,0,0,1,,,,,,
KEUNE CREAM DEVELOPER 6 % - 20 VOL 60ml,,590,8717185380903,,0,0,400.0,,1,0,0,0,1,,,,,,
KEUNE CREAM DEVELOPER 9 % - 30 VOL 60ml,,591,8717185380927,,0,0,400.0,,1,0,0,0,1,,,,,,
KEUNE CREAM DEVELOPER 12 % - 40 VOL 60ml,,592,8717185380941,,0,0,400.0,,1,0,0,0,1,,,,,,
KEUNE TINTA COLOR 7.32 60ml,,593,8717185381603,,0,0,1150.0,,1,0,0,0,1,,,,,,
KEUNE TINTA COLOR 5.67 60ml,,594,8717185381429,,0,0,1150.0,,1,0,0,0,1,,,,,,
KEUNE TINTA COLOR 4.19 60ml,,595,8718734854067,,0,0,1150.0,,1,0,0,0,1,,,,,,
KEUNE TINTA COLOR 6.46 60ml,,596,8717185381504,,0,0,1150.0,,1,0,0,0,1,,,,,,
KEUNE TINTA COLOR 6.53 60ml,,597,8717185381528,,0,0,1150.0,,1,0,0,0,1,,,,,,
KEUNE TINTA COLOR 7.3 60ml,,598,8717185381597,,0,0,1150.0,,1,0,0,0,1,,,,,,
KEUNE TINTA COLOR 7.19 60ml,,599,8717190000000,,0,0,1150.0,,1,0,0,0,1,,,,,,
KEUNE TINTA COLOR 7.66 60ml,,600,8717190000000,,0,0,1150.0,,1,0,0,0,1,,,,,,
KEUNE TINTA COLOR 5.34 60ml,,601,8718730000000,,0,0,1150.0,,1,0,0,0,1,,,,,,
KEUNE TINTA COLOR 4.53 60ml,,602,8717190000000,,0,0,1150.0,,1,0,0,0,1,,,,,,
KEUNE TINTA COLOR 5.19 60ml,,603,8717190000000,,0,0,1150.0,,1,0,0,0,1,,,,,,
KEUNE TINTA COLOR 7.38 60ml,,604,8717190000000,,0,0,1150.0,,1,0,0,0,1,,,,,,
KEUNE TINTA COLOR 5.6 60ml,,605,8717190000000,,0,0,1150.0,,1,0,0,0,1,,,,,,
KEUNE TINTA COLOR 7.35 60ml,,606,8717190000000,,0,0,1150.0,,1,0,0,0,1,,,,,,
KEUNE TINTA COLOR 8.38 60ml,,607,8717190000000,,0,0,1150.0,,1,0,0,0,1,,,,,,
KEUNE TINTA COLOR 8.52 60ml,,608,8717185381757,,0,0,1150.0,,1,0,0,0,1,,,,,,
KEUNE TINTA COLOR 6.37 60ml,,609,8717185389975,,0,0,1150.0,,1,0,0,0,1,,,,,,
KEUNE TINTA COLOR 5.23 60ml,,610,8717185383478,,0,0,1150.0,,1,0,0,0,1,,,,,,
KEUNE TINTA COLOR 8.34 60ml,,611,8717185381726,,0,0,1150.0,,1,0,0,0,1,,,,,,
KEUNE TINTA COLOR 8.17 60ml,,612,8717185386059,,0,0,1150.0,,1,0,0,0,1,,,,,,
KEUNE TINTA COLOR 4.56 60ml,,613,8717185381337,,0,0,1150.0,,1,0,0,0,1,,,,,,
KEUNE TINTA COLOR 6.38 60ml,,614,8717185383485,,0,0,1150.0,,1,0,0,0,1,,,,,,
KEUNE TINTA COLOR 5 60ml,,615,8717185381368,,0,0,1150.0,,1,0,0,0,1,,,,,,
KEUNE TINTA COLOR 1 60ml,,616,8717185381245,,0,0,1150.0,,1,0,0,0,1,,,,,,
KEUNE TINTA COLOR 4 60ml,,617,8717185381283,,0,0,1150.0,,1,0,0,0,1,,,,,,
KEUNE TINTA COLOR 9 60ml,,618,8717185381771,,0,0,1150.0,,1,0,0,0,1,,,,,,
KEUNE TINTA COLOR 3 60ml,,619,8717185381269,,0,0,1150.0,,1,0,0,0,1,,,,,,
KEUNE TINTA COLOR 10 60ml,,620,8717185381856,,0,0,1150.0,,1,0,0,0,1,,,,,,
KEUNE TINTA COLOR 4.35 UC 60ml,,621,8718734852490,,0,0,1150.0,,1,0,0,0,1,,,,,,
KEUNE TINTA COLOR 9.00 UC 60ml,,622,8718734853398,,0,0,1150.0,,1,0,0,0,1,,,,,,
KEUNE TINTA COLOR 9.31 UC 60ml,,623,8718734852599,,0,0,1150.0,,1,0,0,0,1,,,,,,
KEUNE TINTA COLOR 3.00 UC 60ml,,624,8718375527481,,0,0,1150.0,,1,0,0,0,1,,,,,,
KEUNE TINTA COLOR 4.00 UC 60ml,,625,8718375527467,,0,0,1150.0,,1,0,0,0,1,,,,,,
KEUNE TINTA COLOR 7.31 UC 60ml,,626,8718734852551,,0,0,1150.0,,1,0,0,0,1,,,,,,
KEUNE TINTA COLOR 8.23 UC 60ml,,627,8718734856696,,0,0,1150.0,,1,0,0,0,1,,,,,,
KEUNE TINTA COLOR 5.00 UC 60ml,,628,8718734853312,,0,0,1150.0,,1,0,0,0,1,,,,,,
KEUNE TINTA COLOR 6.00 UC 60ml,,629,8718734853336,,0,0,1150.0,,1,0,0,0,1,,,,,,
Olivia Hair Color Black 01 100ml,,630,858167000018,,0,0,240.0,,1,0,0,0,1,,,,,,
Olivia Hair Color dark brown 02 100ml,,631,858167000025,,0,0,240.0,,1,0,0,0,1,,,,,,
Olivia Hair Color medium brown 03 100ml,,632,858167000032,,0,0,240.0,,1,0,0,0,1,,,,,,
Olivia Hair Color light brown 04 100ml,,633,858167000049,,0,0,240.0,,1,0,0,0,1,,,,,,
Olivia Hair Color hazel blonde 05 100ml,,634,858167000056,,0,0,240.0,,1,0,0,0,1,,,,,,
Olivia Hair Color ash blonde 06 100ml,,635,858167000063,,0,0,240.0,,1,0,0,0,1,,,,,,
Olivia Hair Color mocca 07 100ml,,636,858167000070,,0,0,240.0,,1,0,0,0,1,,,,,,
Olivia Hair Color burgundy 08 100ml,,637,858167000087,,0,0,240.0,,1,0,0,0,1,,,,,,
Olivia Hair Color mahogany 09 100ml,,638,858167000094,,0,0,240.0,,1,0,0,0,1,,,,,,
Olivia Hair Color blue black 10 100ml,,639,858167000100,,0,0,240.0,,1,0,0,0,1,,,,,,
Olivia Hair Color copper brown 11 100ml,,640,858167000568,,0,0,240.0,,1,0,0,0,1,,,,,,
Olivia Hair Color golden blonde 12 100ml,,641,858167000575,,0,0,240.0,,1,0,0,0,1,,,,,,
GOLDEN PEARL FRUITY WHITENING URGENT FACIAL 25ml,,642,8964001753131,,0,0,40.0,,1,0,0,0,1,,,,,,
GOLDEN Tiger CRAWLING INSECT KILLER POWDER 100gm,,643,couldnotscan,,0,0,75.0,,1,0,0,0,1,,,,,,
Mortein CRAWLING INSECT KILLING POWDER 100gm,,644,6001106114978,,0,0,240.0,,1,0,0,0,1,,,,,,
Medora Nail Polish Remover 50ml,,645,couldnotscan,,0,0,150.0,,1,0,0,0,1,,,,,,
Kingtox MOSQUITO REPELLENT COIL 10PCS,,646,7137571699364,,0,0,120.0,,1,0,0,0,1,,,,,,
King COIL BLACKY 10PCS,,647,718122099917,,0,0,120.0,,1,0,0,0,1,,,,,,
Soft touch Whitening Crème Bleach 620gm,,648,8964000900000,,0,0,410.0,,1,0,0,0,1,,,,,,
JESSICA QUICK HAIR REMOVAL HERBAL WAX,,649,nocode,,0,0,150.0,,1,0,0,0,1,,,,,,
Soft touch Whitening Creme Bleach 88.2gm,,650,8964000900024,,0,0,150.0,,1,0,0,0,1,,,,,,
Soft touch Peach  Creme Bleach 88.2gm,,651,8964000900086,,0,0,160.0,,1,0,0,0,1,,,,,,
JESSICA QUICK HAIR REMOVAL ICE WAX,,652,nocode,,0,0,150.0,,1,0,0,0,1,,,,,,
JESSICA QUICK HAIR REMOVAL CHARCOAL WAX,,653,nocode,,0,0,150.0,,1,0,0,0,1,,,,,,
Mortein LIQUID REFILL 30 Nights,,654,8961101231057,,0,0,240.0,,1,0,0,0,1,,,,,,
Metro  LIQUID REFILL 60 Nights 45ml,,655,8964001300052,,0,0,200.0,,1,0,0,0,1,,,,,,
Kingtox  LIQUID REFILL 60 Nights,,656,couldnotscan,,0,0,220.0,,1,0,0,0,1,,,,,,
POWER PLUSLIQUID REFILL ,,657,4211134577436,,0,0,220.0,,1,0,0,0,1,,,,,,
MOSPEL MOSQUITO REPELLENT LOTION 45ml,,658,couldnotscan,,0,0,220.0,,1,0,0,0,1,,,,,,
Tiger ANTI MOSQUITO LOTION 6ml,,659,nocode,,0,0,10.0,,1,0,0,0,1,,,,,,
Tiger ANTI MOSQUITO LOTION 100ml,,660,8962222027338,,0,0,160.0,,1,0,0,0,1,,,,,,
BESSO crème bleach 31.25 gm,,661,8964000892367,,0,0,70.0,,1,0,0,0,1,,,,,,
REVLON COLORSILK 53 LIGHT AUBURN 130ml,,662,309978695530,,0,0,720.0,,1,0,0,0,1,,,,,,
REVLON COLORSILK 41 MEDIUM BROWN 130ml,,663,309978695417,,0,0,720.0,,1,0,0,0,1,,,,,,
REVLON COLORSILK 30 DARK BROWN 130ml,,664,309978695301,,0,0,720.0,,1,0,0,0,1,,,,,,
REVLON COLORSILK 55LIGHT REDDISH BROWN 130ml,,665,309978695554,,0,0,720.0,,1,0,0,0,1,,,,,,
REVLON COLORSILK 20 BROWN BLACK 130ml,,666,309978695202,,0,0,720.0,,1,0,0,0,1,,,,,,
REVLON COLORSILK 51 LIGHT BROWN 130ml,,667,309978695516,,0,0,720.0,,1,0,0,0,1,,,,,,
REVLON COLORSILK 42 MEDIUM AUBURN 130ml,,668,309978695424,,0,0,720.0,,1,0,0,0,1,,,,,,
REVLON COLORSILK 10 BLACK 130ml,,669,309978695103,,0,0,720.0,,1,0,0,0,1,,,,,,
DP LED RECHARGEABLE TORCH LED-9085,,670,6939020404854,,0,0,600.0,,1,0,0,0,1,,,,,,
DP LED RECHARGEABLE TORCH LED-9123,,671,6939020405523,,0,0,520.0,,1,0,0,0,1,,,,,,
SOGO LED RECHARGEABLE TORCH JPN-08,,672,nocode,,0,0,1010.0,,1,0,0,0,1,,,,,,
HOPE'S LED RECHARGEABLE TORCH H-334,,673,6941021901225,,0,0,670.0,,1,0,0,0,1,,,,,,
DP Portable Rechargeable LED Hand Lamps DP-716B,,674,6939020443129,,0,0,1140.0,,1,0,0,0,1,,,,,,
DP Portable Rechargeable LED Hand Lamps DP-712B,,675,6939020443099,,0,0,930.0,,1,0,0,0,1,,,,,,
DP Portable Rechargeable LED Hand Lamps DP-7102,,676,6939020442481,,0,0,1050.0,,1,0,0,0,1,,,,,,
POLY COLOR Cream Hair Color 39 Natural Light Brown 81ml,,677,8966000002708,,0,0,250.0,,1,0,0,0,1,,,,,,
POLY COLOR Cream Hair Color 45 Natural Black 81ml,,678,8966000002739,,0,0,170.0,,1,0,0,0,1,,,,,,
Adore Hair Dye 43 Dark Brown,,679,nocode,,0,0,220.0,,1,0,0,0,1,,,,,,
Adore Hair Dye 45 Natural Black,,680,nocode,,0,0,220.0,,1,0,0,0,1,,,,,,
KEUNE COLOR Crème B Bleache 50gm,,681,8719281045342,,0,0,750.0,,1,0,0,0,1,,,,,,
GARNIER Color naturals crème 1 Naural Black,,682,8964000462232,,0,0,549.0,,1,0,0,0,1,,,,,,
